BSE,BOM539189,Adhbhut Infrastructure Ltd 
BSE,BOM538365,Adhunik Industries Ltd 
BSE,BOM532727,Adhunik Metaliks Ltd
BSE,BOM530117,Adi Finechem Ltd
BSE,BOM531592,Adi Rasayan Ltd
BSE,BOM590088,Adinath Bio-labs Ltd
BSE,BOM532056,Adinath Exim Resources Ltd
BSE,BOM514113,Adinath Textiles Ltd
BSE,BOM500057,Aditya Birla Chemicals (india) Ltd
BSE,BOM535755,Aditya Birla Fashion And Retail Ltd 
BSE,BOM532974,Aditya Birla Money Ltd. 
BSE,BOM500303,Aditya Birla Nuvo Ltd
BSE,BOM522150,Aditya Forge Ltd
BSE,BOM513513,Aditya Ispat Ltd
BSE,BOM521141,Aditya Spinners Ltd
BSE,BOM539056,Adlabs Entertainment Ltd 
BSE,BOM530431,Ador Fontech Ltd. 
BSE,BOM523120,Ador Multiproducts Ltd
BSE,BOM517041,Ador Welding Ltd
BSE,BOM523031,Ads Diagnostic Ltd
BSE,BOM521048,Advance Lifestyles Ltd
BSE,BOM534612,Advance Metering Technology Ltd
BSE,BOM506947,Advance Petrochemicals Ltd
BSE,BOM531047,Advance Powerinfra Tech Limited 
BSE,BOM517552,Advanced Micronic Devices Ltd. 
BSE,BOM523269,Advani Hotels & Resorts (india) Ltd
BSE,BOM532840,Advanta Limited 
BSE,BOM531429,Advent Computer Services Ltd
BSE,BOM531686,Advik Laboratories Ltd
BSE,BOM500003,Aegis Logistics Ltd
BSE,BOM530707,Aftek Ltd
BSE,BOM531921,Agarwal Industrial Corporation Ltd
BSE,BOM500463,Agc Networks Limited 
BSE,BOM539042,Agi Infra Ltd 
BSE,BOM516020,Agio Paper & Industries Ltd. 
BSE,BOM537292,Agri- Tech (india) Ltd 
BSE,BOM537492,Agrimony Commodities Ltd 
BSE,BOM519281,Agro Dutch Industries Ltd
BSE,BOM500215,Agro Tech Foods Ltd
BSE,BOM524448,Ahlcon Parenterals (india) Ltd
BSE,BOM532811,Ahluwalia Contracts (india) Ltd
BSE,BOM522273,Ahmedabad Steelcraft Ltd
BSE,BOM532806,Ai Champdany Industries Ltd
BSE,BOM532683,Aia Engineering Ltd
BSE,BOM506822,Aikyam Intellectual Property Consultancy Limited 
BSE,BOM524288,Aimco Pesticides Ltd
BSE,BOM532975,Aishwarya Telecom Ltd
BSE,BOM532331,Ajanta Pharma Ltd
BSE,BOM519216,Ajanta Soya Ltd
BSE,BOM511692,Ajcon Global Services Ltd
BSE,BOM530713,Ajel Ltd
BSE,BOM513349,Ajmera Realty & Infra India Ltd
BSE,BOM526628,Ajwa Fun World & Resort Ltd
BSE,BOM530621,Akar Tools Ltd
BSE,BOM538778,Akashdeep Metal Industries Ltd 
BSE,BOM539017,Akme Star Housing Finance Ltd 
BSE,BOM532351,Aksh Optifibre Ltd
BSE,BOM524598,Aksharchem (india) Ltd. 
BSE,BOM500710,Akzo Nobel India Limited 
BSE,BOM535916,Alacrity Securities Ltd 
BSE,BOM539115,Alan Scott Industries Ltd 
BSE,BOM531517,Alang Industrial Gases Ltd
BSE,BOM531082,Alankit Ltd 
BSE,BOM524075,Albert David Ltd. 
BSE,BOM531409,Alchemist Corporation Ltd
BSE,BOM526707,Alchemist Ltd
BSE,BOM532114,Alchemist Realty Ltd
BSE,BOM506235,Alembic Ltd
BSE,BOM533573,Alembic Pharmaceuticals Ltd
BSE,BOM530973,Alfa Ica (india) Ltd
BSE,BOM517546,Alfa Transformers Ltd
BSE,BOM531156,Alfavision Overseas (india) Ltd
BSE,BOM505216,Alfred Herbert (india) Ltd
BSE,BOM531147,Alicon Castalloy Limited 
BSE,BOM531581,Alka Diamond Industries Ltd
BSE,BOM530889,Alka India Ltd
BSE,BOM532166,Alka Securities Ltd
BSE,BOM533029,Alkali Metals Ltd
BSE,BOM506767,Alkyl Amines Chemicals Ltd. 
BSE,BOM532480,Allahabad Bank 
BSE,BOM532749,Allcargo Logistics Ltd
BSE,BOM534064,Alliance Integrated Metaliks Ltd
BSE,BOM532919,Allied Computers International (asia) Ltd
BSE,BOM532875,Allied Digital Services Ltd
BSE,BOM532633,Allsec Technologies Ltd
BSE,BOM531400,Almondz Global Securities Ltd
BSE,BOM506120,Alna Trading & Exports Ltd
BSE,BOM521070,Alok Industries Ltd
BSE,BOM532878,Alpa Laboratories Ltd
BSE,BOM531720,Alpha Graphic India Ltd
BSE,BOM531247,Alpha Hi-tech Fuel Ltd
BSE,BOM526397,Alphageo (india) Ltd. 
BSE,BOM526519,Alpine Housing Development Corporation Ltd
BSE,BOM530715,Alps Industries Ltd
BSE,BOM532309,Alstom India Ltd 
BSE,BOM522275,Alstom T&d India Ltd
BSE,BOM539277,Alstone Textiles (india) Ltd 
BSE,BOM524634,Alufluoride Ltd
BSE,BOM506597,Amal Ltd
BSE,BOM501622,Amalgamated Electricity Co.ltd
BSE,BOM512008,Amani Trading & Exports Ltd
BSE,BOM532664,Amar Remedies Ltd
BSE,BOM500008,Amara Raja Batteries Ltd
BSE,BOM521097,Amarjothi Spinning Mills Ltd
BSE,BOM538465,Amarnath Securities Ltd 
BSE,BOM539196,Amba Enterprises Ltd 
BSE,BOM500009,Ambalal Sarabhai Enterprises Ltd
BSE,BOM532335,Ambica Agarbathies & Aroma Industries Ltd
BSE,BOM531978,Ambika Cotton Mills Ltd
BSE,BOM539223,Ambition Mica Ltd 
BSE,BOM526439,Ambitious Plastomac Company Ltd
BSE,BOM500425,Ambuja Cements Ltd
BSE,BOM530133,Amco India Ltd. 
BSE,BOM532828,Amd Industries Ltd
BSE,BOM513117,Amforge Industries Ltd
BSE,BOM506248,Amines & Plasticizers Ltd
BSE,BOM531300,Amit International Ltd
BSE,BOM531557,Amit Securities Ltd
BSE,BOM521076,Amit Spinning Industries Ltd
BSE,BOM531681,Amradeep Industries Ltd
BSE,BOM536737,Amrapali Capital And Finance Services Ltd 
BSE,BOM539265,Amrapali Fincap Ltd 
BSE,BOM526241,Amrapali Industries Ltd
BSE,BOM531991,Amraworld Agrico Ltd
BSE,BOM507525,Amrit Corp.ltd. 
BSE,BOM590006,Amrutanjan Health Care Ltd. 
BSE,BOM538861,Amsons Apparels Ltd 
BSE,BOM520077,Amtek Auto Ltd. 
BSE,BOM531761,Amulya Leasing & Finance Ltd
BSE,BOM531678,Anand Credit Ltd
BSE,BOM501630,Anand Projects Ltd 
BSE,BOM515055,Anant Raj Limited 
BSE,BOM526833,Ananthi Constructions Ltd
BSE,BOM531127,Anar Industries Ltd
BSE,BOM532418,Andhra Bank 
BSE,BOM532141,Andhra Cements Ltd
BSE,BOM500012,Andhra Petrochemicals Ltd
BSE,BOM590062,Andhra Sugars Ltd
BSE,BOM526173,Andrew Yule & Company Ltd
BSE,BOM530721,Ang Industries Limited 
BSE,BOM519383,Anik Industries Ltd
BSE,BOM532910,Anil Ltd
BSE,BOM504629,Anil Special Steel Industries Ltd. 
BSE,BOM537785,Anisha Impex Ltd 
BSE,BOM531878,Anjani Finance Ltd
BSE,BOM511153,Anjani Foods Ltd 
BSE,BOM518091,Anjani Portland Cement Ltd. 
BSE,BOM531223,Anjani Synthetics Ltd. 
BSE,BOM531673,Anka India Ltd
BSE,BOM532870,Ankit Metal & Power Ltd
BSE,BOM531519,Ankush Finstock Ltd
BSE,BOM530799,Anna Infrastructures Ltd
BSE,BOM531406,Ans Industries Ltd 
BSE,BOM523007,Ansal Buildwell Ltd. 
BSE,BOM507828,Ansal Housing & Construction Ltd. 
BSE,BOM500013,Ansal Properties & Infrastructure Ltd
BSE,BOM512091,Anshuni Commercials Ltd
BSE,BOM534707,Anshus Clothing Ltd
BSE,BOM532981,Anu's Laboratories Ltd
BSE,BOM538833,Anubhav Infrastructure Ltd 
BSE,BOM506260,Anuh Pharma Ltd
BSE,BOM512355,Anukaran Commercial Enterprises Ltd
BSE,BOM506087,Anup Malleable Ltd
BSE,BOM532259,Apar Industries Ltd
BSE,BOM523694,Apcotex Industries Ltd
BSE,BOM506166,Apis India Ltd
BSE,BOM533758,Apl Apollo Tubes Ltd
BSE,BOM517096,Aplab Ltd. 
BSE,BOM511064,Aplaya Creations Ltd 
BSE,BOM523537,Apm Industries Ltd. 
BSE,BOM512437,Apollo Finvest (india) Ltd
BSE,BOM508869,Apollo Hospitals Enterprise Ltd
BSE,BOM500877,Apollo Tyres Ltd
BSE,BOM500014,Apple Finance Ltd
BSE,BOM538653,Appu Marketing & Manufacturing Ltd 
BSE,BOM507265,Apte Amalgamations Ltd
BSE,BOM532475,Aptech Ltd
BSE,BOM535790,Aptechbbph 
BSE,BOM533159,Aqua Logistics Ltd 
BSE,BOM531364,Aqua Pumps Infra Ventures Limited 
BSE,BOM539403,Arambhan Hospitality Services Ltd 
BSE,BOM532068,Aramusk Infrastructure Investments Ltd
BSE,BOM512344,Aravali Securities & Finance Ltd
BSE,BOM520121,Arcee Industries Ltd
BSE,BOM530565,Archana Software Ltd
BSE,BOM532994,Archidply Industries Ltd
BSE,BOM532212,Archies Ltd
BSE,BOM524640,Archit Organosys Ltd
BSE,BOM511038,Arco Leasing Ltd
BSE,BOM532914,Arcotech Ltd
BSE,BOM530261,Arcuttipore Tea Co.ltd
BSE,BOM504370,Ardi Investment & Trading Ltd
BSE,BOM526851,Arex Industries Ltd
BSE,BOM539151,Arfin India Ltd 
BSE,BOM509110,Ari Consolidated Investments Ltd
BSE,BOM532935,Aries Agro Ltd
BSE,BOM531553,Arihant Avenues & Credit Ltd
BSE,BOM511605,Arihant Capital Markets Ltd
BSE,BOM531381,Arihant Foundations & Housing Ltd. 
BSE,BOM506194,Arihant Superstructures Limited 
BSE,BOM526125,Arihant Tournesol Ltd
BSE,BOM531017,Arihant's Securities Ltd
BSE,BOM531677,Aris International Ltd
BSE,BOM531179,Arman Financial Services Ltd
BSE,BOM538556,Arman Holdings Ltd 
BSE,BOM532397,Arms Paper Ltd
BSE,BOM531467,Arnav Corporation Ltd
BSE,BOM537069,Arnold Holdings Ltd 
BSE,BOM513729,Aro Granite Industries Ltd. 
BSE,BOM531560,Aroma Enterprises (india) Ltd
BSE,BOM512273,Aroni Commercials Ltd. 
BSE,BOM521174,Arora Fibres Ltd
BSE,BOM516064,Arrow Greentech Ltd 
BSE,BOM533068,Arrow Textiles Ltd
BSE,BOM506074,Arshiya Limited 
BSE,BOM533163,Arss Infrastructure Projects Ltd
BSE,BOM517481,Artech Power Products Ltd
BSE,BOM531297,Artefact Projects Ltd
BSE,BOM522134,Artson Engineering Ltd
BSE,BOM539301,Arvind Infrastructure Ltd 
BSE,BOM524760,Arvind International Ltd. 
BSE,BOM500101,Arvind Ltd
BSE,BOM531823,Arvind Remedies Ltd
BSE,BOM538716,Aryaman Capital Markets Ltd 
BSE,BOM530245,Aryaman Financial Services Ltd
BSE,BOM515030,Asahi India Glass Ltd
BSE,BOM514482,Asahi Industries Limited 
BSE,BOM512535,Asahi Infrastructure & Projects Ltd
BSE,BOM532853,Asahi Songwon Colors Ltd
BSE,BOM534564,Aseem Global Ltd
BSE,BOM535467,Ashapura Intimates Fashion Ltd
BSE,BOM527001,Ashapura Minechem Ltd
BSE,BOM517565,Ashco Niulab Industries Ltd. 
BSE,BOM519174,Ashiana Agro Industries Ltd
BSE,BOM523716,Ashiana Housing Ltd. 
BSE,BOM513401,Ashiana Ispat Ltd
BSE,BOM590122,Ashika Credit Capital Ltd
BSE,BOM514286,Ashima Ltd
BSE,BOM512247,Ashirwad Capital Ltd
BSE,BOM526847,Ashirwad Steels & Industries Ltd
BSE,BOM530429,Ashish Polyplast Ltd
BSE,BOM507872,Ashnoor Textile Mills Ltd
BSE,BOM524594,Ashok Alco-chem Ltd
BSE,BOM500477,Ashok Leyland Ltd
BSE,BOM533271,Ashoka Buildcon Ltd
BSE,BOM526983,Ashoka Refineries Ltd
BSE,BOM526187,Ashram Online.com Ltd
BSE,BOM531568,Ashutosh Paper Mills Ltd
BSE,BOM538777,Asia Capital Ltd 
BSE,BOM530899,Asia Pack Ltd
BSE,BOM503940,Asian Electronics Ltd
BSE,BOM531392,Asian Flora Ltd
BSE,BOM532888,Asian Granito India Ltd
BSE,BOM533227,Asian Hotels (east) Ltd
BSE,BOM500023,Asian Hotels (north) Limited 
BSE,BOM533221,Asian Hotels (west) Ltd
BSE,BOM530355,Asian Oilfield Services Ltd
BSE,BOM500820,Asian Paints Ltd
BSE,BOM524434,Asian Petroproducts & Exports Ltd
BSE,BOM531847,Asian Star Co.ltd. 
BSE,BOM519532,Asian Tea & Exports Ltd. 
BSE,BOM506159,Asis Logistics Limited 
BSE,BOM530723,Asit C.mehta Financial Services Ltd
BSE,BOM526433,Asm Technologies Ltd
BSE,BOM500024,Assam Company (india) Limited 
BSE,BOM507526,Associated Alcohols & Breweries Ltd
BSE,BOM502015,Associated Stone Industries (kotah) Ltd
BSE,BOM533138,Astec Lifesciences Limited 
BSE,BOM532493,Astra Microwave Products Ltd
BSE,BOM532830,Astral Poly Technik Ltd
BSE,BOM506820,Astrazeneca Pharma India Ltd
BSE,BOM511144,Asya Infosoft Limited 
BSE,BOM530187,Atharv Enterprises Ltd
BSE,BOM539099,Athena Constructions Ltd 
BSE,BOM517429,Athena Global Technologies Ltd 
BSE,BOM538713,Atishay Ltd 
BSE,BOM526843,Atlanta Devcon Limited 
BSE,BOM530479,Atlanta Infrastructure And Finance Ltd
BSE,BOM532759,Atlanta Ltd
BSE,BOM505029,Atlas Cycles (haryana) Ltd
BSE,BOM514394,Atlas Jewellery India Limited 
BSE,BOM511427,Atn International Ltd
BSE,BOM531795,Atul Auto Ltd. 
BSE,BOM500027,Atul Ltd
BSE,BOM500028,Atv Projects India Ltd
BSE,BOM532459,Aunde India Limited 
BSE,BOM502352,Aurangabad Paper Mills Ltd
BSE,BOM532668,Aurionpro Solutions Ltd
BSE,BOM530233,Auro Laboratories Ltd
BSE,BOM524804,Aurobindo Pharma Ltd
BSE,BOM531336,Auroma Coke Ltd
BSE,BOM530885,Aurum Soft Systems Limited 
BSE,BOM509009,Ausom Enterprise Limited 
BSE,BOM522005,Austin Engineering Co.ltd
BSE,BOM533016,Austral Coke & Projects Ltd
BSE,BOM539177,Authum Investment & Infrastucture Ltd 
BSE,BOM532797,Autoline Industries Ltd
BSE,BOM500029,Autolite (india) Ltd
BSE,BOM505036,Automobile Corporation Of Goa Ltd. 
BSE,BOM505010,Automotive Axles Ltd
BSE,BOM520119,Automotive Stampings & Assemblies Ltd
BSE,BOM500030,Autoriders Finance Ltd
BSE,BOM512277,Autoriders International Ltd
BSE,BOM531310,Available Finance Ltd
BSE,BOM512149,Avance Technologies Ltd
BSE,BOM532406,Avantel Ltd
BSE,BOM512573,Avanti Feeds Ltd. 
BSE,BOM523896,Avi Photochem Ltd
BSE,BOM539288,Avi Polymers Ltd 
BSE,BOM512109,Aviva Industries Ltd
BSE,BOM532995,Avon Corporation Ltd
BSE,BOM531541,Avon Lifesciences Ltd 
BSE,BOM511589,Avonmore Capital & Management Services Limited 
BSE,BOM519105,Avt Natural Products Ltd
BSE,BOM504390,Avtil Enterprise Ltd 
BSE,BOM513642,Axel Polymers Ltd
BSE,BOM532215,Axis Bank Ltd
BSE,BOM532395,Axiscades Engineering Technologies Ltd 
BSE,BOM505506,Axon Ventures Ltd 
BSE,BOM523850,Axtel Industries Ltd
BSE,BOM508933,Aym Syntex Ltd 
BSE,BOM512063,Ayoki Mercantile Ltd
BSE,BOM531783,Azure Exim Services Ltd
BSE,BOM508136,B & A Ltd
BSE,BOM523186,B&a Packaging India Limited 
BSE,BOM506971,B&b Realty Limited 
BSE,BOM536965,B. P. Capital Ltd 
BSE,BOM532507,B.a.g.films & Media Ltd
BSE,BOM537766,B.c. Power Controls Ltd 
BSE,BOM532719,B.l.kashyap And Sons Ltd
BSE,BOM523019,B.n.rathi Securities Ltd
BSE,BOM526594,B.nanji Enterprises Ltd
BSE,BOM531268,B2b Software Technologies Ltd
BSE,BSE100,BSE 100
BSE,BSE200,BSE 200
BSE,SPBSE5S,BSE 500 Shariah
BSE,BSE500,BSE 500
BSE,SI1900,BSE AUTO
BSE,SPBSAIP,BSE AllCap
BSE,SIBANK,BSE BANKEX
BSE,SPBSBMIP,BSE Basic Materials
BSE,SI0200,BSE CAPITAL GOODS
BSE,CARBON,BSE CARBONEX
BSE,SI0400,BSE CONSUMER DURABLES
BSE,CPSE,BSE CPSE
BSE,SPBSCDIP,BSE Consumer Discretionary Goods and Services
BSE,DOL100,BSE DOLLEX 100
BSE,DOLLEX,BSE DOLLEX 200
BSE,DOLL30,BSE DOLLEX 30
BSE,SPBSDSIP,BSE Dividend Stability Index
BSE,SPBSENIP,BSE Energy
BSE,SPBSEVIP,BSE Enhanced Value Index
BSE,SI0600,BSE Fast Moving Consumer Goods
BSE,SPBSFIIP,BSE Finance
BSE,GREENX,BSE GREENEX
BSE,SI0800,BSE Healthcare
BSE,IPO,BSE IPO
BSE,SPBDISBT,BSE India 10 Year Sovereign Bond
BSE,INFRA,BSE India Infrastructure Index
BSE,SPBIMIP,BSE India Manufacturing Index
BSE,SPBSIDIP,BSE Industrials
BSE,SI1000,BSE Information Technology
BSE,SPBSLIP,BSE LargeCap
BSE,SPBSLMIP,BSE LargeMidCap
BSE,SPBSLVIP,BSE Low Volatility Index
BSE,SI1200,BSE METAL
BSE,SPBMDSIP,BSE MidCap Select Index
BSE,BSEMID,BSE MidCap
BSE,SPBSMSIP,BSE MidSmallCap
BSE,SPBSMOIP,BSE Momentum Index
BSE,SI1400,BSE OIL and GAS
BSE,SIPOWE,BSE POWER
BSE,SIBPSU,BSE PSU
BSE,SPBSQIP,BSE Quality Index
BSE,SIREAL,BSE REALTY
BSE,SPBSDGDH,BSE SENSEX Dynamic Gold Hedged Index
BSE,SPBSGLDH,BSE SENSEX Gold Hedged Index
BSE,SENSEX,BSE SENSEX
BSE,SMEIPO,BSE SME IPO
BSE,SPBSSSIP,BSE SmallCap Select Index
BSE,BSESML,BSE SmallCap
BSE,SIBTEC,BSE TECK
BSE,SPBSTLIP,BSE Telecom
BSE,SPBSUTIP,BSE Utilities
BSE,BOM532380,Baba Arts Ltd. 
BSE,BOM524516,Bacil Pharma Ltd
BSE,BOM532989,Bafna Pharmaceuticals Ltd
BSE,BOM530197,Bagadia Colourchem Ltd
BSE,BOM511724,Baid Leasing And Finance Co.ltd
BSE,BOM532977,Bajaj Auto Ltd
BSE,BOM533229,Bajaj Corp Ltd
BSE,BOM500031,Bajaj Electricals Ltd. 
BSE,BOM500034,Bajaj Finance Limited 
BSE,BOM532978,Bajaj Finserv Ltd
BSE,BOM512261,Bajaj Global Ltd
BSE,BOM500032,Bajaj Hindusthan Sugar Limited 
BSE,BOM500490,Bajaj Holdings & Investment Ltd
BSE,BOM507944,Bajaj Steel Industries Ltd
BSE,BOM511139,Bajrang Finance Ltd
BSE,BOM524824,Bal Pharma Ltd
BSE,BOM511395,Bala Techno Global Ltd
BSE,BOM514199,Bala Techno Industries Ltd
BSE,BOM530999,Balaji Amines Ltd. 
BSE,BOM532382,Balaji Telefilms Ltd
BSE,BOM513142,Balasore Alloys Ltd
BSE,BOM502355,Balkrishna Industries Ltd. 
BSE,BOM500102,Ballarpur Industries Ltd
BSE,BOM523319,Balmer Lawrie & Co.ltd
BSE,BOM532485,Balmer Lawrie Investments Ltd
BSE,BOM500038,Balrampur Chini Mills Ltd
BSE,BOM520127,Balurghat Technologies Ltd
BSE,BOM519295,Bambino Agro Industries Ltd
BSE,BOM531591,Bampsl Securities Ltd
BSE,BOM526849,Banaras Beads Ltd
BSE,BOM509053,Banas Finance Ltd
BSE,BOM500039,Banco Products (india) Ltd. 
BSE,BOM532946,Bang Overseas Ltd
BSE,BOM539120,Bangalore Fort Farms Ltd 
BSE,BOM532134,Bank Of Baroda 
BSE,BOM532149,Bank Of India 
BSE,BOM532525,Bank Of Maharashtra 
BSE,BOM532674,Bannari Amman Spinning Mills Ltd
BSE,BOM500041,Bannari Amman Sugars Ltd
BSE,BOM538546,Bansal Roofing Products Ltd 
BSE,BOM503722,Banswara Syntex Ltd. 
BSE,BOM532916,Barak Valley Cements Ltd
BSE,BOM513502,Baroda Extrusion Ltd
BSE,BOM532336,Baron Infotech Ltd
BSE,BOM532694,Bartronics India Ltd
BSE,BOM524687,Basant Agro Tech (india) Ltd. 
BSE,BOM500042,Basf India Ltd
BSE,BOM511210,Basil Infrastructure Projects Ltd
BSE,BOM500043,Bata India Ltd
BSE,BOM522004,Batliboi Ltd. 
BSE,BOM506285,Bayer Cropscience Ltd
BSE,BOM517246,Bcc Fuba India Ltd
BSE,BOM524332,Bcl Industries And Infrastructures Ltd 
BSE,BOM524828,Bdh Industries Ltd
BSE,BOM539447,Beardsell Ltd 
BSE,BOM531937,Beckons Industries Ltd
BSE,BOM533270,Bedmutha Industries Ltd
BSE,BOM539018,Beekay Steel Industries Ltd 
BSE,BOM532645,Beeyu Overseas Ltd
BSE,BOM531112,Bell Agromachina Ltd
BSE,BOM539399,Bella Casa Fashion & Retail Ltd 
BSE,BOM522650,Bemco Hydraulics Ltd
BSE,BOM500048,Beml Ltd
BSE,BOM509438,Benares Hotels Ltd
BSE,BOM533095,Bengal & Assam Company Ltd
BSE,BOM532230,Bengal Tea & Fabrics Ltd
BSE,BOM512195,Bentley Commercial Enterprises Ltd
BSE,BOM524737,Benzo Petro International Ltd
BSE,BOM509480,Berger Paints India Ltd
BSE,BOM531340,Bervin Investment & Leasing Ltd
BSE,BOM524606,Beryl Drugs Ltd
BSE,BOM531582,Beryl Securities Ltd
BSE,BOM500046,Best & Crompton Engg.ltd
BSE,BOM508664,Best Eastern Hotels Ltd
BSE,BOM531481,Beta-kappa Investments Ltd
BSE,BOM512477,Betex India Ltd
BSE,BOM533303,Bf Investment Ltd
BSE,BOM532430,Bf Utilities Ltd. 
BSE,BOM511664,Bgil Films & Technologies Ltd
BSE,BOM532930,Bgr Energy Systems Ltd
BSE,BOM500051,Bhagawati Gas Limited 
BSE,BOM530803,Bhageria Industries Ltd 
BSE,BOM531719,Bhagiradha Chemicals & Industries Ltd
BSE,BOM530095,Bhagwandas Metals Ltd
BSE,BOM504646,Bhagwati Autocast Ltd
BSE,BOM509449,Bhagwati Oxygen Ltd
BSE,BOM512296,Bhagyanagar India Ltd
BSE,BOM511698,Bhagyashree Leasing & Finance Ltd
BSE,BOM501233,Bhagyodaya Infrastructure Development Ltd 
BSE,BOM512608,Bhandari Hosiery Exports Ltd
BSE,BOM538576,Bhanderi Infracon Ltd 
BSE,BOM534740,Bhanot Construction & Housing Ltd
BSE,BOM500052,Bhansali Engineering Polymers Ltd. 
BSE,BOM531862,Bharat Agri Fert & Realty Ltd
BSE,BOM511501,Bharat Bhushan Share & Commodity Brokers Ltd
BSE,BOM503960,Bharat Bijlee Ltd. 
BSE,BOM500049,Bharat Electronics Ltd
BSE,BOM500493,Bharat Forge Ltd
BSE,BOM505688,Bharat Gears Ltd
BSE,BOM500103,Bharat Heavy Electricals Ltd
BSE,BOM524663,Bharat Immunologicals & Biologicals Corporation Ltd. 
BSE,BOM500547,Bharat Petroleum Corporation Ltd
BSE,BOM590021,Bharat Rasayan Ltd
BSE,BOM523229,Bharat Seats Ltd. 
BSE,BOM531029,Bharat Textiles & Proofing Industries Ltd
BSE,BOM532609,Bharati Shipyard Ltd
BSE,BOM533499,Bharatiya Global Infomedia Ltd
BSE,BOM532454,Bharti Airtel Ltd
BSE,BOM534816,Bharti Infratel Ltd
BSE,BOM526666,Bhartiya International Ltd
BSE,BOM518017,Bheema Cements Ltd
BSE,BOM514272,Bhilwara Spinners Ltd
BSE,BOM533108,Bhilwara Technical Textiles Ltd
BSE,BOM530879,Bhilwara Tex-fin Ltd
BSE,BOM506027,Bhoruka Aluminium Ltd
BSE,BOM500055,Bhushan Steel Ltd
BSE,BOM513333,Bhuwalka Steel Industries Ltd. 
BSE,BOM500058,Bihar Sponge Iron Ltd
BSE,BOM512313,Bijlee Textiles Ltd
BSE,BOM524723,Bijoy Hans Ltd
BSE,BOM533321,Bil Energy Systems Ltd
BSE,BOM526853,Bilcare Ltd. 
BSE,BOM531590,Bilpower Ltd
BSE,BOM505681,Bimetal Bearings Ltd. 
BSE,BOM500059,Binani Industries Ltd
BSE,BOM523054,Binayak Tex Processors Ltd
BSE,BOM514215,Binny Ltd
BSE,BOM535620,Binny Mills Ltd
BSE,BOM534535,Bio Green Papers Ltd 
BSE,BOM532523,Biocon Ltd
BSE,BOM524396,Biofil Chemicals & Pharmaceuticals Ltd
BSE,BOM532330,Biopac India Corporation Ltd. 
